image_id,bbox
T16_1.jpg,"[19, 0.57958984375, 0.83203125, 0.6181640625, 0.3359375]"
T16_2.jpg,"[19, 0.41357421875, 0.75048828125, 0.5263671875, 0.4990234375]"
T16_3.jpg,"[19, 0.54150390625, 0.74365234375, 0.5791015625, 0.5126953125]"
T16_4.jpg,"[19, 0.35302734375, 0.751953125, 0.4599609375, 0.49609375]"
T16_5.jpg,"[19, 0.61962890625, 0.68359375, 0.7607421875, 0.6328125]"
T16_6.jpg,"[19, 0.57421875, 0.767578125, 0.529296875, 0.46484375]"
T16_7.jpg,"[19, 0.3330078125, 0.73779296875, 0.49609375, 0.5244140625]"
T16_8.jpg,"[19, 0.29541015625, 0.7080078125, 0.5595703125, 0.583984375]"
T16_9.jpg,"[19, 0.43408203125, 0.7421875, 0.5615234375, 0.515625]"
T16_10.jpg,"[19, 0.63671875, 0.7578125, 0.443359375, 0.482421875]"
T16_11.jpg,"[19, 0.6630859375, 0.62451171875, 0.673828125, 0.7509765625]"
T16_12.jpg,"[19, 0.3623046875, 0.7578125, 0.443359375, 0.482421875]"
T16_13.jpg,"[19, 0.39208984375, 0.740234375, 0.5888671875, 0.51953125]"
T16_14.jpg,"[19, 0.71484375, 0.681640625, 0.5703125, 0.619140625]"
T16_15.jpg,"[19, 0.63671875, 0.7578125, 0.443359375, 0.482421875]"
T16_16.jpg,"[19, 0.7236328125, 0.7119140625, 0.552734375, 0.576171875]"
T16_17.jpg,"[19, 0.716796875, 0.662109375, 0.56640625, 0.634765625]"
T16_18.jpg,"[19, 0.56103515625, 0.73388671875, 0.6162109375, 0.5322265625]"
T16_19.jpg,"[19, 0.62255859375, 0.63916015625, 0.6923828125, 0.6943359375]"
T16_20.jpg,"[19, 0.3701171875, 0.75732421875, 0.45703125, 0.4853515625]"
T16_21.jpg,"[19, 0.31787109375, 0.72607421875, 0.5224609375, 0.5478515625]"
T16_22.jpg,"[19, 0.5, 0.73779296875, 0.6171875, 0.5244140625]"
T16_23.jpg,"[19, 0.3203125, 0.72802734375, 0.517578125, 0.5439453125]"
T16_24.jpg,"[19, 0.20166015625, 0.4267578125, 0.4033203125, 0.552734375]"
T23_0.jpg,"[19, 0.43017578125, 0.7021484375, 0.5634765625, 0.595703125]"
T23_1.jpg,"[19, 0.66064453125, 0.53076171875, 0.6787109375, 0.7666015625]"
T23_2.jpg,"[19, 0.37158203125, 0.68701171875, 0.6611328125, 0.6259765625]"
T23_3.jpg,"[19, 0.724609375, 0.4443359375, 0.55078125, 0.58984375]"
T23_4.jpg,"[19, 0.41015625, 0.69189453125, 0.599609375, 0.6162109375]"
T23_5.jpg,"[19, 0.5322265625, 0.72900390625, 0.498046875, 0.5419921875]"
T23_6.jpg,"[19, 0.39501953125, 0.52734375, 0.5595703125, 0.58984375]"
T23_7.jpg,"[19, 0.3759765625, 0.67578125, 0.650390625, 0.6484375]"
T23_8.jpg,"[19, 0.48779296875, 0.73046875, 0.4423828125, 0.5390625]"
T23_9.jpg,"[19, 0.71484375, 0.576171875, 0.455078125, 0.53515625]"
T23_10.jpg,"[19, 0.41455078125, 0.68896484375, 0.6259765625, 0.6220703125]"
T23_11.jpg,"[19, 0.51123046875, 0.73046875, 0.4423828125, 0.5390625]"
T23_12.jpg,"[19, 0.52099609375, 0.5498046875, 0.9580078125, 0.900390625]"
T23_13.jpg,"[19, 0.478515625, 0.7021484375, 0.552734375, 0.595703125]"
T23_14.jpg,"[19, 0.4169921875, 0.73046875, 0.56640625, 0.5390625]"
T23_15.jpg,"[19, 0.52099609375, 0.7158203125, 0.5146484375, 0.568359375]"
T23_16.jpg,"[19, 0.5234375, 0.732421875, 0.46484375, 0.53515625]"
T23_17.jpg,"[19, 0.51123046875, 0.73046875, 0.4423828125, 0.5390625]"
T23_18.jpg,"[19, 0.38525390625, 0.68017578125, 0.6376953125, 0.6396484375]"
T23_19.jpg,"[19, 0.513671875, 0.7294921875, 0.44921875, 0.541015625]"
T23_20.jpg,"[19, 0.43017578125, 0.65966796875, 0.7294921875, 0.6806640625]"
T23_21.jpg,"[19, 0.53564453125, 0.71826171875, 0.4970703125, 0.5634765625]"
T23_22.jpg,"[19, 0.435546875, 0.69775390625, 0.59375, 0.6044921875]"
T23_23.jpg,"[19, 0.5537109375, 0.70947265625, 0.53515625, 0.5810546875]"
T23_24.jpg,"[19, 0.3291015625, 0.6923828125, 0.658203125, 0.615234375]"
T14_0.jpg,"[19, 0.56103515625, 0.39404296875, 0.3935546875, 0.4716796875]"
T14_1.jpg,"[19, 0.43798828125, 0.39404296875, 0.3935546875, 0.4716796875]"
T14_2.jpg,"[19, 0.58935546875, 0.41748046875, 0.5166015625, 0.5673828125]"
T14_3.jpg,"[19, 0.6015625, 0.419921875, 0.462890625, 0.544921875]"
T14_4.jpg,"[19, 0.43798828125, 0.39404296875, 0.3935546875, 0.4716796875]"
T14_5.jpg,"[19, 0.57177734375, 0.4013671875, 0.4423828125, 0.51171875]"
T14_6.jpg,"[19, 0.43798828125, 0.39404296875, 0.3935546875, 0.4716796875]"
T14_7.jpg,"[19, 0.4052734375, 0.421875, 0.533203125, 0.578125]"
T14_8.jpg,"[19, 0.66357421875, 0.2958984375, 0.6728515625, 0.591796875]"
T14_9.jpg,"[19, 0.40966796875, 0.4169921875, 0.5166015625, 0.56640625]"
T14_10.jpg,"[19, 0.49267578125, 0.373046875, 0.6044921875, 0.611328125]"
T14_11.jpg,"[19, 0.37548828125, 0.419921875, 0.6064453125, 0.64453125]"
T14_12.jpg,"[19, 0.2509765625, 0.43994140625, 0.482421875, 0.5322265625]"
T14_13.jpg,"[19, 0.40966796875, 0.36767578125, 0.5283203125, 0.5908203125]"
T14_14.jpg,"[19, 0.40234375, 0.42578125, 0.544921875, 0.5859375]"
T14_15.jpg,"[19, 0.46044921875, 0.3837890625, 0.4794921875, 0.5390625]"
T14_16.jpg,"[19, 0.4111328125, 0.2509765625, 0.8203125, 0.501953125]"
T14_17.jpg,"[19, 0.314453125, 0.2412109375, 0.580078125, 0.482421875]"
T14_18.jpg,"[19, 0.30322265625, 0.6142578125, 0.6064453125, 0.771484375]"
T14_19.jpg,"[19, 0.4111328125, 0.4150390625, 0.509765625, 0.5625]"
T14_20.jpg,"[19, 0.41845703125, 0.408203125, 0.4794921875, 0.5390625]"
T14_21.jpg,"[19, 0.51025390625, 0.3779296875, 0.5556640625, 0.59375]"
T14_22.jpg,"[19, 0.41064453125, 0.416015625, 0.5126953125, 0.564453125]"
T14_23.jpg,"[19, 0.46435546875, 0.564453125, 0.8037109375, 0.822265625]"
T14_24.jpg,"[19, 0.50732421875, 0.37744140625, 0.5615234375, 0.5966796875]"
T6_0.jpg,"[19, 0.36572265625, 0.5234375, 0.5009765625, 0.501953125]"
T6_1.jpg,"[19, 0.58642578125, 0.6044921875, 0.4931640625, 0.494140625]"
T6_2.jpg,"[19, 0.33837890625, 0.55859375, 0.6767578125, 0.8828125]"
T6_3.jpg,"[19, 0.5908203125, 0.6005859375, 0.482421875, 0.482421875]"
T6_4.jpg,"[19, 0.73388671875, 0.46435546875, 0.5322265625, 0.6982421875]"
T6_5.jpg,"[19, 0.39306640625, 0.58447265625, 0.4326171875, 0.4345703125]"
T6_6.jpg,"[19, 0.41552734375, 0.5439453125, 0.4287109375, 0.4296875]"
T6_7.jpg,"[19, 0.63330078125, 0.5244140625, 0.4990234375, 0.5]"
T6_8.jpg,"[19, 0.36474609375, 0.52001953125, 0.5068359375, 0.5068359375]"
T6_9.jpg,"[19, 0.6162109375, 0.56884765625, 0.390625, 0.3916015625]"
T6_10.jpg,"[19, 0.640625, 0.58935546875, 0.44921875, 0.4501953125]"
T6_11.jpg,"[19, 0.3681640625, 0.53662109375, 0.4765625, 0.4775390625]"
T6_12.jpg,"[19, 0.71923828125, 0.677734375, 0.5205078125, 0.521484375]"
T6_13.jpg,"[19, 0.5947265625, 0.59716796875, 0.470703125, 0.4716796875]"
T6_14.jpg,"[19, 0.58154296875, 0.60791015625, 0.5029296875, 0.5029296875]"
T6_15.jpg,"[19, 0.6162109375, 0.56982421875, 0.38671875, 0.3876953125]"
T6_16.jpg,"[19, 0.6064453125, 0.583984375, 0.431640625, 0.431640625]"
T6_17.jpg,"[19, 0.63525390625, 0.5029296875, 0.5283203125, 0.529296875]"
T6_18.jpg,"[19, 0.33544921875, 0.5517578125, 0.4384765625, 0.439453125]"
T6_19.jpg,"[19, 0.5400390625, 0.33056640625, 0.568359375, 0.5693359375]"
T6_20.jpg,"[19, 0.3876953125, 0.57666015625, 0.408203125, 0.4091796875]"
T6_21.jpg,"[19, 0.388671875, 0.57861328125, 0.4140625, 0.4150390625]"
T6_22.jpg,"[19, 0.62255859375, 0.62255859375, 0.7548828125, 0.7548828125]"
T6_23.jpg,"[19, 0.20361328125, 0.33837890625, 0.4072265625, 0.5205078125]"
T6_24.jpg,"[19, 0.6123046875, 0.576171875, 0.40625, 0.40625]"
T22_0.jpg,"[19, 0.50927734375, 0.46484375, 0.3857421875, 0.4140625]"
T22_1.jpg,"[19, 0.5224609375, 0.490234375, 0.271484375, 0.328125]"
T22_2.jpg,"[19, 0.4814453125, 0.4560546875, 0.3671875, 0.41015625]"
T22_3.jpg,"[19, 0.52099609375, 0.486328125, 0.2900390625, 0.341796875]"
T22_4.jpg,"[19, 0.47314453125, 0.4580078125, 0.3134765625, 0.37109375]"
T22_5.jpg,"[19, 0.47412109375, 0.49951171875, 0.3642578125, 0.3916015625]"
T22_6.jpg,"[19, 0.5849609375, 0.4013671875, 0.298828125, 0.359375]"
T22_7.jpg,"[19, 0.5244140625, 0.494140625, 0.3203125, 0.365234375]"
T22_8.jpg,"[19, 0.45849609375, 0.38916015625, 0.3896484375, 0.3994140625]"
T22_9.jpg,"[19, 0.4765625, 0.48876953125, 0.25390625, 0.3134765625]"
T22_10.jpg,"[19, 0.43017578125, 0.33447265625, 0.3388671875, 0.3642578125]"
T22_11.jpg,"[19, 0.4765625, 0.48876953125, 0.25390625, 0.3134765625]"
T22_12.jpg,"[19, 0.60986328125, 0.634765625, 0.3955078125, 0.412109375]"
T22_13.jpg,"[19, 0.4814453125, 0.48193359375, 0.33984375, 0.3779296875]"
T22_14.jpg,"[19, 0.43017578125, 0.4365234375, 0.3955078125, 0.427734375]"
T22_15.jpg,"[19, 0.474609375, 0.50048828125, 0.37109375, 0.3955078125]"
T22_16.jpg,"[19, 0.26708984375, 0.32080078125, 0.3857421875, 0.4072265625]"
T22_17.jpg,"[19, 0.494140625, 0.2451171875, 0.46484375, 0.484375]"
T22_18.jpg,"[19, 0.474609375, 0.498046875, 0.353515625, 0.38671875]"
T22_19.jpg,"[19, 0.44775390625, 0.4521484375, 0.4013671875, 0.4375]"
T22_20.jpg,"[19, 0.4765625, 0.48876953125, 0.25390625, 0.3134765625]"
T22_21.jpg,"[19, 0.474609375, 0.49658203125, 0.341796875, 0.3779296875]"
T22_22.jpg,"[19, 0.4775390625, 0.48681640625, 0.28125, 0.3349609375]"
T22_23.jpg,"[19, 0.52294921875, 0.48974609375, 0.2724609375, 0.3291015625]"
T22_24.jpg,"[19, 0.4765625, 0.48876953125, 0.25390625, 0.3134765625]"
T19_0.jpg,"[19, 0.50341796875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_1.jpg,"[19, 0.52294921875, 0.5947265625, 0.5751953125, 0.62890625]"
T19_2.jpg,"[19, 0.5703125, 0.48681640625, 0.859375, 0.9365234375]"
T19_3.jpg,"[19, 0.50927734375, 0.59716796875, 0.5087890625, 0.5732421875]"
T19_4.jpg,"[19, 0.49560546875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_5.jpg,"[19, 0.49560546875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_6.jpg,"[19, 0.501953125, 0.59765625, 0.513671875, 0.578125]"
T19_7.jpg,"[19, 0.453125, 0.5859375, 0.66796875, 0.69921875]"
T19_8.jpg,"[19, 0.52490234375, 0.59423828125, 0.6181640625, 0.6630859375]"
T19_9.jpg,"[19, 0.50537109375, 0.59765625, 0.4853515625, 0.552734375]"
T19_10.jpg,"[19, 0.45654296875, 0.587890625, 0.6552734375, 0.69140625]"
T19_11.jpg,"[19, 0.54345703125, 0.5869140625, 0.6591796875, 0.693359375]"
T19_12.jpg,"[19, 0.48486328125, 0.5966796875, 0.5322265625, 0.59375]"
T19_13.jpg,"[19, 0.54150390625, 0.58837890625, 0.6533203125, 0.6884765625]"
T19_14.jpg,"[19, 0.50341796875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_15.jpg,"[19, 0.50341796875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_16.jpg,"[19, 0.45556640625, 0.5869140625, 0.6591796875, 0.693359375]"
T19_17.jpg,"[19, 0.5302734375, 0.5927734375, 0.607421875, 0.654296875]"
T19_18.jpg,"[19, 0.49560546875, 0.59716796875, 0.4775390625, 0.5458984375]"
T19_19.jpg,"[19, 0.41015625, 0.591796875, 0.7734375, 0.80859375]"
T19_20.jpg,"[19, 0.52197265625, 0.59521484375, 0.6083984375, 0.6552734375]"
T19_21.jpg,"[19, 0.46630859375, 0.591796875, 0.6494140625, 0.685546875]"
T19_22.jpg,"[19, 0.53955078125, 0.64208984375, 0.7333984375, 0.7158203125]"
T19_23.jpg,"[19, 0.5146484375, 0.5966796875, 0.53515625, 0.595703125]"
T19_24.jpg,"[19, 0.5419921875, 0.587890625, 0.654296875, 0.689453125]"
T4_0.jpg,"[19, 0.56884765625, 0.51025390625, 0.6533203125, 0.6806640625]"
T4_1.jpg,"[19, 0.2763671875, 0.6376953125, 0.552734375, 0.724609375]"
T4_2.jpg,"[19, 0.4306640625, 0.4853515625, 0.529296875, 0.59375]"
T4_3.jpg,"[19, 0.42919921875, 0.49609375, 0.5927734375, 0.642578125]"
T4_4.jpg,"[19, 0.564453125, 0.47314453125, 0.4609375, 0.5361328125]"
T4_5.jpg,"[19, 0.66845703125, 0.509765625, 0.4384765625, 0.48828125]"
T4_6.jpg,"[19, 0.56884765625, 0.474609375, 0.6533203125, 0.708984375]"
T4_7.jpg,"[19, 0.564453125, 0.47216796875, 0.46484375, 0.5400390625]"
T4_8.jpg,"[19, 0.6298828125, 0.51904296875, 0.572265625, 0.6494140625]"
T4_9.jpg,"[19, 0.60107421875, 0.56201171875, 0.7978515625, 0.8251953125]"
T4_10.jpg,"[19, 0.4541015625, 0.44580078125, 0.6484375, 0.6787109375]"
T4_11.jpg,"[19, 0.42919921875, 0.50439453125, 0.6318359375, 0.6689453125]"
T4_12.jpg,"[19, 0.4453125, 0.455078125, 0.59375, 0.642578125]"
T4_13.jpg,"[19, 0.51513671875, 0.38134765625, 0.7294921875, 0.7392578125]"
T4_14.jpg,"[19, 0.5693359375, 0.4951171875, 0.5859375, 0.63671875]"
T4_15.jpg,"[19, 0.44189453125, 0.4599609375, 0.5576171875, 0.615234375]"
T4_16.jpg,"[19, 0.62548828125, 0.48486328125, 0.5107421875, 0.5986328125]"
T4_17.jpg,"[19, 0.4306640625, 0.48583984375, 0.53515625, 0.5966796875]"
T4_18.jpg,"[19, 0.56640625, 0.4365234375, 0.59375, 0.654296875]"
T4_19.jpg,"[19, 0.56396484375, 0.47216796875, 0.4677734375, 0.5419921875]"
T4_20.jpg,"[19, 0.55078125, 0.462890625, 0.474609375, 0.552734375]"
T4_21.jpg,"[19, 0.5693359375, 0.49267578125, 0.57421875, 0.6279296875]"
T4_22.jpg,"[19, 0.70751953125, 0.3984375, 0.5849609375, 0.662109375]"
T4_23.jpg,"[19, 0.45703125, 0.47216796875, 0.5703125, 0.6357421875]"
T4_24.jpg,"[19, 0.43408203125, 0.474609375, 0.4501953125, 0.52734375]"
T24_0.jpg,"[19, 0.68505859375, 0.3759765625, 0.2685546875, 0.330078125]"
T24_1.jpg,"[19, 0.65478515625, 0.33935546875, 0.3310546875, 0.3798828125]"
T24_2.jpg,"[19, 0.2763671875, 0.4599609375, 0.38671875, 0.42578125]"
T24_3.jpg,"[19, 0.638671875, 0.3251953125, 0.35546875, 0.396484375]"
T24_4.jpg,"[19, 0.3193359375, 0.36865234375, 0.28125, 0.3408203125]"
T24_5.jpg,"[19, 0.689453125, 0.3828125, 0.279296875, 0.33984375]"
T24_6.jpg,"[19, 0.353515625, 0.18115234375, 0.619140625, 0.3623046875]"
T24_7.jpg,"[19, 0.32470703125, 0.36083984375, 0.2939453125, 0.3505859375]"
T24_8.jpg,"[19, 0.658203125, 0.25927734375, 0.486328125, 0.4892578125]"
T24_9.jpg,"[19, 0.68505859375, 0.3759765625, 0.2685546875, 0.330078125]"
T24_10.jpg,"[19, 0.40771484375, 0.45361328125, 0.4267578125, 0.4267578125]"
T24_11.jpg,"[19, 0.2802734375, 0.45703125, 0.375, 0.408203125]"
T24_12.jpg,"[19, 0.71728515625, 0.45166015625, 0.3701171875, 0.4052734375]"
T24_13.jpg,"[19, 0.66943359375, 0.35498046875, 0.3037109375, 0.3583984375]"
T24_14.jpg,"[19, 0.6630859375, 0.3720703125, 0.494140625, 0.498046875]"
T24_15.jpg,"[19, 0.61474609375, 0.31982421875, 0.3701171875, 0.4228515625]"
T24_16.jpg,"[19, 0.6376953125, 0.32421875, 0.357421875, 0.396484375]"
T24_17.jpg,"[19, 0.36328125, 0.3232421875, 0.359375, 0.3984375]"
T24_18.jpg,"[19, 0.3173828125, 0.37060546875, 0.27734375, 0.3369140625]"
T24_19.jpg,"[19, 0.759765625, 0.70849609375, 0.447265625, 0.4541015625]"
T24_20.jpg,"[19, 0.7119140625, 0.4306640625, 0.34765625, 0.390625]"
T24_21.jpg,"[19, 0.4873046875, 0.2021484375, 0.35546875, 0.3671875]"
T24_22.jpg,"[19, 0.15283203125, 0.3056640625, 0.3056640625, 0.5078125]"
T24_23.jpg,"[19, 0.64599609375, 0.3671875, 0.5146484375, 0.54296875]"
T24_24.jpg,"[19, 0.41357421875, 0.365234375, 0.4521484375, 0.46484375]"
T18_0.jpg,"[19, 0.53759765625, 0.64990234375, 0.8427734375, 0.7001953125]"
T18_1.jpg,"[19, 0.2900390625, 0.474609375, 0.580078125, 0.76953125]"
T18_2.jpg,"[19, 0.68505859375, 0.67529296875, 0.5615234375, 0.6494140625]"
T18_3.jpg,"[19, 0.337890625, 0.5830078125, 0.67578125, 0.748046875]"
T18_4.jpg,"[19, 0.49560546875, 0.6669921875, 0.6220703125, 0.666015625]"
T18_5.jpg,"[19, 0.48876953125, 0.54248046875, 0.3271484375, 0.4892578125]"
T18_6.jpg,"[19, 0.48876953125, 0.54296875, 0.3291015625, 0.490234375]"
T18_7.jpg,"[19, 0.455078125, 0.53759765625, 0.61328125, 0.6357421875]"
T18_8.jpg,"[19, 0.48095703125, 0.5400390625, 0.4111328125, 0.541015625]"
T18_9.jpg,"[19, 0.4912109375, 0.54296875, 0.501953125, 0.58203125]"
T18_10.jpg,"[19, 0.51025390625, 0.54248046875, 0.3271484375, 0.4892578125]"
T18_11.jpg,"[19, 0.591796875, 0.43994140625, 0.81640625, 0.8798828125]"
T18_12.jpg,"[19, 0.7119140625, 0.3759765625, 0.494140625, 0.552734375]"
T18_13.jpg,"[19, 0.4765625, 0.537109375, 0.458984375, 0.564453125]"
T18_14.jpg,"[19, 0.40087890625, 0.294921875, 0.5673828125, 0.58984375]"
T18_15.jpg,"[19, 0.46875, 0.33935546875, 0.62109375, 0.6787109375]"
T18_16.jpg,"[19, 0.51513671875, 0.70458984375, 0.7412109375, 0.5908203125]"
T18_17.jpg,"[19, 0.4951171875, 0.52294921875, 0.55078125, 0.6220703125]"
T18_18.jpg,"[19, 0.51123046875, 0.54248046875, 0.3408203125, 0.4970703125]"
T18_19.jpg,"[19, 0.4892578125, 0.54296875, 0.51171875, 0.583984375]"
T18_20.jpg,"[19, 0.4931640625, 0.54345703125, 0.486328125, 0.5751953125]"
T18_21.jpg,"[19, 0.51806640625, 0.544921875, 0.3916015625, 0.544921875]"
T18_22.jpg,"[19, 0.51513671875, 0.38916015625, 0.7216796875, 0.7783203125]"
T18_23.jpg,"[19, 0.48876953125, 0.54248046875, 0.3271484375, 0.4892578125]"
T18_24.jpg,"[19, 0.498046875, 0.5439453125, 0.447265625, 0.55859375]"
T11_0.jpg,"[19, 0.3701171875, 0.38232421875, 0.740234375, 0.7646484375]"
T11_1.jpg,"[19, 0.50537109375, 0.490234375, 0.6630859375, 0.693359375]"
T11_2.jpg,"[19, 0.49951171875, 0.48876953125, 0.5087890625, 0.5771484375]"
T11_3.jpg,"[19, 0.4990234375, 0.48828125, 0.470703125, 0.544921875]"
T11_4.jpg,"[19, 0.4951171875, 0.4892578125, 0.654296875, 0.689453125]"
T11_5.jpg,"[19, 0.50341796875, 0.48876953125, 0.5888671875, 0.6416015625]"
T11_6.jpg,"[19, 0.505859375, 0.490234375, 0.669921875, 0.69921875]"
T11_7.jpg,"[19, 0.50146484375, 0.48876953125, 0.5302734375, 0.5947265625]"
T11_8.jpg,"[19, 0.3359375, 0.53955078125, 0.671875, 0.8017578125]"
T11_9.jpg,"[19, 0.49853515625, 0.48828125, 0.4638671875, 0.5390625]"
T11_10.jpg,"[19, 0.4990234375, 0.48876953125, 0.48828125, 0.5595703125]"
T11_11.jpg,"[19, 0.501953125, 0.48876953125, 0.603515625, 0.6533203125]"
T11_12.jpg,"[19, 0.5029296875, 0.48876953125, 0.630859375, 0.6728515625]"
T11_13.jpg,"[19, 0.49853515625, 0.48828125, 0.4638671875, 0.5390625]"
T11_14.jpg,"[19, 0.498046875, 0.48876953125, 0.50390625, 0.5732421875]"
T11_15.jpg,"[19, 0.49755859375, 0.501953125, 0.6630859375, 0.70703125]"
T11_16.jpg,"[19, 0.5107421875, 0.46875, 0.505859375, 0.587890625]"
T11_17.jpg,"[19, 0.4140625, 0.51513671875, 0.423828125, 0.4853515625]"
T11_18.jpg,"[19, 0.49609375, 0.4892578125, 0.638671875, 0.677734375]"
T11_19.jpg,"[19, 0.49609375, 0.48876953125, 0.625, 0.6689453125]"
T11_20.jpg,"[19, 0.50341796875, 0.48876953125, 0.6513671875, 0.6865234375]"
T11_21.jpg,"[19, 0.50146484375, 0.48828125, 0.5771484375, 0.6328125]"
T11_22.jpg,"[19, 0.615234375, 0.42529296875, 0.76953125, 0.8505859375]"
T11_23.jpg,"[19, 0.49853515625, 0.48828125, 0.4638671875, 0.5390625]"
T11_24.jpg,"[19, 0.49853515625, 0.48828125, 0.4638671875, 0.5390625]"
T15_0.jpg,"[19, 0.4775390625, 0.39404296875, 0.3671875, 0.4619140625]"
T15_1.jpg,"[19, 0.47509765625, 0.32421875, 0.5869140625, 0.638671875]"
T15_2.jpg,"[19, 0.4833984375, 0.37255859375, 0.4140625, 0.5126953125]"
T15_3.jpg,"[19, 0.50341796875, 0.39208984375, 0.4404296875, 0.5166015625]"
T15_4.jpg,"[19, 0.49951171875, 0.39208984375, 0.4541015625, 0.5263671875]"
T15_5.jpg,"[19, 0.48486328125, 0.40283203125, 0.4365234375, 0.5322265625]"
T15_6.jpg,"[19, 0.30859375, 0.70751953125, 0.6171875, 0.5849609375]"
T15_7.jpg,"[19, 0.3916015625, 0.33642578125, 0.783203125, 0.6728515625]"
T15_8.jpg,"[19, 0.43115234375, 0.42431640625, 0.5146484375, 0.5751953125]"
T15_9.jpg,"[19, 0.48876953125, 0.392578125, 0.4150390625, 0.498046875]"
T15_10.jpg,"[19, 0.70556640625, 0.2783203125, 0.5888671875, 0.556640625]"
T15_11.jpg,"[19, 0.3837890625, 0.6689453125, 0.5703125, 0.5703125]"
T15_12.jpg,"[19, 0.5107421875, 0.392578125, 0.412109375, 0.49609375]"
T15_13.jpg,"[19, 0.47607421875, 0.39404296875, 0.3623046875, 0.4580078125]"
T15_14.jpg,"[19, 0.4375, 0.296875, 0.54296875, 0.59375]"
T15_15.jpg,"[19, 0.4580078125, 0.400390625, 0.435546875, 0.513671875]"
T15_16.jpg,"[19, 0.2666015625, 0.48193359375, 0.533203125, 0.5986328125]"
T15_17.jpg,"[19, 0.54638671875, 0.40283203125, 0.4560546875, 0.5283203125]"
T15_18.jpg,"[19, 0.4541015625, 0.40185546875, 0.451171875, 0.5244140625]"
T15_19.jpg,"[19, 0.49267578125, 0.392578125, 0.4755859375, 0.541015625]"
T15_20.jpg,"[19, 0.4345703125, 0.396484375, 0.4609375, 0.537109375]"
T15_21.jpg,"[19, 0.56298828125, 0.41259765625, 0.5146484375, 0.5634765625]"
T15_22.jpg,"[19, 0.42333984375, 0.556640625, 0.4365234375, 0.505859375]"
T15_23.jpg,"[19, 0.2490234375, 0.4931640625, 0.4453125, 0.50390625]"
T15_24.jpg,"[19, 0.5849609375, 0.4521484375, 0.53125, 0.607421875]"
T12_0.jpg,"[19, 0.6298828125, 0.546875, 0.458984375, 0.5]"
T12_1.jpg,"[19, 0.33935546875, 0.55908203125, 0.4892578125, 0.5322265625]"
T12_2.jpg,"[19, 0.4794921875, 0.3984375, 0.896484375, 0.796875]"
T12_3.jpg,"[19, 0.6376953125, 0.49072265625, 0.62109375, 0.6416015625]"
T12_4.jpg,"[19, 0.56787109375, 0.6181640625, 0.8466796875, 0.763671875]"
T12_5.jpg,"[19, 0.37841796875, 0.56787109375, 0.5341796875, 0.5673828125]"
T12_6.jpg,"[19, 0.59130859375, 0.365234375, 0.6787109375, 0.6953125]"
T12_7.jpg,"[19, 0.55224609375, 0.37353515625, 0.8955078125, 0.7470703125]"
